"slno"," gx","gy"," gz","ax","ay"," az",,"	"
1,0,0,0.297709923664122,0,0,0,,
2,24.1068702290076,14.1832061068702,-15.0534351145038,-1.280029296875,-0.3603515625,-0.56689453125,,
3,0.580152671755725,3.86259541984733,1.06870229007634,-0.280029296875,-0.268310546875,-0.601318359375,,
4,-6.90839694656489,-6.54961832061069,-15.4732824427481,2,-0.548095703125,0.698974609375,,
5,6.69465648854962,-5.57251908396947,4.01526717557252,-0.899169921875,-0.07275390625,-0.0634765625,,
6,-7.16030534351145,0.206106870229008,-4.77099236641221,-0.609619140625,2,-0.4384765625,,
7,0.396946564885496,1.34351145038168,2.97709923664122,-0.52880859375,-1.172607421875,-0.24462890625,,
8,-8.18320610687023,2.46564885496183,9.6793893129771,0.277587890625,-0.051513671875,0.001708984375,,
9,6.44274809160305,-3.11450381679389,-8.78625954198473,-0.19287109375,-1.988525390625,-0.351318359375,,
10,9.34351145038168,-13.5801526717557,4.06106870229008,2,-1.996826171875,-0.01513671875,,
11,-8.44274809160305,4.93893129770992,-6.9618320610687,-0.84423828125,2,-0.720703125,,
12,46.4580152671756,-17.5419847328244,-7.31297709923664,-1.6611328125,0.360107421875,-0.273681640625,,
13,-9.57251908396947,6.78625954198473,10.1068702290076,-1.069580078125,-0.685302734375,0.683837890625,,
14,1.65648854961832,0.030534351145038,-2.96946564885496,-0.133544921875,-0.70361328125,-0.17236328125,,
15,-8.45038167938931,11.0992366412214,11.030534351145,0.179931640625,0.436767578125,0.169677734375,,
16,-1.16793893129771,0.740458015267176,-1.75572519083969,-0.20654296875,0.138916015625,-0.197021484375,,
17,7.64885496183206,-2.86259541984733,1.48854961832061,0.2421875,-1.3046875,0.041748046875,,
18,-16.5343511450382,17.175572519084,-12.8931297709924,-0.274658203125,-1.23876953125,0.994873046875,,
19,2.16030534351145,-2.99236641221374,9.27480916030534,-0.41357421875,-0.733642578125,0.063232421875,,
20,5.86259541984733,-1.26717557251908,7.26717557251908,-0.400634765625,-0.3017578125,-0.694580078125,,
21,-0.916030534351145,0.740458015267176,1.53435114503817,-0.32373046875,-0.869140625,-0.453857421875,,
22,40.8167938931298,10.587786259542,-1.0763358778626,-0.006591796875,0.0302734375,0.021484375,,
23,0.106870229007634,0.358778625954199,0.732824427480916,-0.485595703125,-0.73486328125,-0.313232421875,,
24,4.27480916030534,-5.45801526717557,-1.08396946564886,-0.181884765625,-0.798828125,0.233154296875,,
25,-4.96946564885496,-0.351145038167939,7.90839694656489,0.666259765625,-0.3408203125,0.406982421875,,
26,-15.3893129770992,2.08396946564885,4.32824427480916,-0.734375,2,0.358642578125,,
27,5.87022900763359,-1.32824427480916,-3.09923664122137,-0.265380859375,-0.08544921875,-1.204345703125,,
28,4.74045801526718,1.04580152671756,-3.77099236641221,-0.715087890625,-0.316650390625,0.17236328125,,
29,2.65648854961832,2.15267175572519,10.6412213740458,-0.672607421875,-1.63525390625,-0.447509765625,,
